soil_temperature,soil_moisture,conductivity,ph,nitrogen,phosphorus,potassium,salt,air_temperature,air_humidity,is_raining,crop_label
26.6,41.0,666,6.8,30,17,31,415,31.2,54.5,False,mango
29.9,43.1,729,6.1,28,37,28,454,32.1,50.5,True,mango
24.8,43.5,624,5.08,38,15,30,391,28.9,48.1,True,mango
29.4,36.0,643,4.55,12,37,30,385,31.1,47.4,False,mango
31.6,33.7,726,5.86,38,19,31,432,34.7,49.1,False,mango
27.7,40.1,697,6.44,8,33,29,447,30.0,49.5,False,mango
31.7,37.4,622,4.51,15,27,28,410,33.8,46.1,False,mango
27.7,40.0,561,6.11,34,16,25,311,30.1,51.0,False,mango
25.2,41.3,671,6.48,11,36,31,421,27.9,51.8,True,mango
28.0,36.2,675,6.83,33,29,34,459,31.4,49.2,False,mango
32.6,39.6,787,5.4,12,31,26,491,35.8,51.9,True,mango
30.0,39.5,634,6.14,12,34,28,377,33.4,45.0,True,mango
32.6,39.9,620,4.56,5,16,31,366,36.0,48.7,True,mango
25.1,36.6,564,6.43,1,30,29,384,28.3,51.4,False,mango
29.1,45.6,776,5.32,16,35,31,481,32.3,50.2,True,mango
28.8,40.4,671,5.28,35,18,26,428,32.0,50.8,True,mango
25.2,33.9,604,6.72,4,40,26,377,27.6,48.6,True,mango
26.3,42.6,712,5.73,9,29,34,456,29.4,45.9,True,mango
30.4,37.5,555,4.69,2,38,33,363,32.4,53.2,False,mango
26.4,40.4,611,6.81,26,32,32,411,30.9,49.9,False,mango
32.8,35.7,714,6.45,34,38,31,404,35.4,45.6,True,mango
29.4,39.6,590,5.84,5,32,33,394,32.3,52.6,False,mango
24.2,37.8,665,5.02,31,29,26,395,28.2,47.4,True,mango
24.8,39.3,780,6.42,34,34,35,538,27.3,47.2,True,mango
25.4,40.7,684,4.94,36,19,32,435,27.1,50.7,False,mango
32.9,33.2,420,6.41,7,17,26,300,34.9,48.8,False,mango
31.1,37.3,609,6.78,38,15,27,410,33.7,48.5,False,mango
24.2,40.6,607,6.44,5,19,25,392,27.4,54.4,True,mango
28.3,37.3,677,4.65,37,36,26,447,32.9,52.6,False,mango
32.5,41.6,731,5.25,21,31,32,497,35.4,51.4,False,mango
22.9,41.3,753,5.91,37,36,27,514,27.6,47.9,False,mango
31.2,43.5,678,4.76,23,23,30,428,32.8,47.5,False,mango
25.8,43.4,806,6.81,36,26,26,515,30.2,51.1,True,mango
25.0,42.7,741,5.34,24,33,35,458,29.3,54.8,True,mango
28.1,35.8,489,6.34,26,18,30,331,32.1,51.1,True,mango
25.5,41.0,626,4.75,22,17,26,379,28.7,47.7,True,mango
25.0,35.9,598,6.83,11,34,32,370,29.1,49.4,True,mango
24.4,43.6,700,6.97,29,35,28,435,28.3,53.5,False,mango
24.9,39.1,563,4.95,22,28,26,337,27.7,45.4,False,mango
25.4,39.0,735,5.63,23,24,32,451,28.1,46.2,False,mango
27.7,40.3,582,6.27,1,35,34,385,30.8,46.7,False,mango
26.1,33.2,627,6.47,2,24,34,391,28.9,54.8,False,mango
29.8,43.7,765,6.95,39,37,25,493,33.3,45.6,True,mango
24.4,44.8,675,5.64,15,36,27,409,27.8,54.0,False,mango
28.6,42.7,717,6.39,3,18,31,479,31.7,48.2,False,mango
27.9,35.8,618,4.98,8,38,32,416,29.8,46.7,False,mango
28.4,41.6,747,5.42,33,31,34,472,31.3,50.2,False,mango
33.1,44.7,665,6.94,14,29,32,430,35.6,49.0,True,mango
29.0,38.8,566,5.44,18,20,26,338,31.7,52.0,False,mango
27.7,37.4,591,5.87,9,21,32,375,32.3,53.6,True,mango
23.9,40.9,675,4.75,20,30,27,473,27.8,51.6,True,mango
32.4,42.4,730,5.5,9,38,25,476,34.6,50.3,True,mango
28.1,41.1,717,6.81,26,24,34,460,31.3,52.2,False,mango
30.7,46.3,767,6.46,31,36,29,490,33.9,52.7,True,mango
25.8,38.7,652,4.79,14,18,35,416,31.1,47.0,False,mango
28.5,38.4,733,6.48,40,16,35,481,31.9,49.0,False,mango
28.3,45.6,676,6.53,28,27,34,443,32.5,50.7,True,mango
32.8,36.9,577,6.28,0,17,30,372,35.5,48.0,True,mango
25.7,33.6,618,6.05,1,29,29,364,27.3,49.3,False,mango
28.3,40.5,559,5.73,2,36,31,372,30.9,50.0,False,mango
25.2,42.0,634,5.32,12,27,26,410,29.1,45.6,True,mango
27.6,39.9,721,4.67,7,28,35,424,30.0,46.8,True,mango
30.0,41.0,628,5.1,0,36,26,441,34.1,51.3,True,mango
30.9,40.4,670,5.34,26,35,31,428,33.4,53.1,True,mango
32.5,39.4,593,5.06,27,21,30,358,35.4,52.5,False,mango
28.7,37.7,676,5.82,22,38,31,438,31.5,53.1,True,mango
29.3,35.2,633,5.96,22,18,31,403,30.8,47.9,False,mango
27.3,38.2,606,5.68,28,23,28,363,30.0,50.1,True,mango
27.5,46.0,631,6.52,7,31,27,425,31.3,47.6,False,mango
30.9,35.0,637,6.27,29,34,26,410,33.9,54.4,False,mango
24.6,40.2,575,6.13,8,37,33,368,28.1,55.0,True,mango
32.2,40.7,644,4.93,39,16,27,385,35.5,52.9,False,mango
26.1,36.2,650,5.45,40,24,25,401,28.7,50.4,True,mango
27.8,40.9,610,4.53,19,38,26,383,31.5,48.8,False,mango
21.8,44.3,646,5.4,21,21,30,439,27.7,51.4,True,mango
26.3,39.0,611,6.62,22,18,33,403,30.4,52.5,False,mango
28.9,40.3,661,6.21,31,20,30,416,32.2,54.0,False,mango
30.1,39.6,569,5.42,18,26,31,356,32.6,47.7,False,mango
25.0,40.1,1530,6.11,24,130,195,987,30.0,81.5,False,grapes
28.3,35.1,1428,6.09,13,144,204,917,30.7,82.4,False,grapes
28.4,44.0,1501,5.9,22,123,205,946,32.4,83.9,False,grapes
35.1,38.6,1439,6.16,36,125,196,946,37.5,80.7,False,grapes
18.5,48.7,1513,5.73,24,131,196,949,22.0,83.7,False,grapes
36.9,33.6,1327,6.25,2,123,198,829,39.6,82.2,False,grapes
13.7,39.1,1524,6.11,35,140,197,979,16.8,82.8,False,grapes
9.1,38.8,1370,5.65,11,122,195,877,12.1,83.6,False,grapes
11.0,40.1,1445,6.13,6,123,203,880,12.8,81.6,False,grapes
36.9,38.5,1404,6.5,17,134,204,874,39.0,80.2,False,grapes
36.5,39.4,1538,5.55,25,130,197,976,39.7,82.7,False,grapes
5.2,35.5,1467,5.8,27,145,205,902,9.5,82.3,False,grapes
27.7,42.4,1409,5.57,9,122,201,903,29.6,80.9,False,grapes
14.9,36.9,1476,6.28,16,139,203,945,17.8,81.0,False,grapes
5.4,41.4,1610,5.54,32,141,204,1011,8.8,82.9,False,grapes
25.3,42.1,1527,6.21,22,138,195,1034,27.8,83.5,False,grapes
7.2,39.1,1556,5.87,31,144,202,987,11.0,80.6,False,grapes
14.7,41.4,1467,6.33,3,136,205,925,17.6,80.8,False,grapes
16.2,41.7,1453,5.86,28,122,197,958,19.9,82.7,False,grapes
27.1,46.7,1489,5.9,4,136,204,974,29.9,81.8,False,grapes
32.2,38.6,1552,5.78,39,145,201,1012,36.7,80.6,False,grapes
15.7,41.8,1514,5.93,38,132,197,962,20.4,81.5,False,grapes
23.0,39.2,1438,6.23,36,133,198,904,25.5,84.0,False,grapes
27.8,40.7,1485,5.59,25,121,201,982,30.5,82.7,False,grapes
13.1,36.8,1385,5.57,15,125,199,921,18.4,80.6,False,grapes
9.4,43.2,1551,5.93,24,140,205,959,12.1,83.6,False,grapes
19.3,43.8,1473,6.42,13,132,203,946,23.6,82.5,False,grapes
10.4,34.8,1361,6.42,5,126,197,886,12.8,81.2,False,grapes
35.4,42.2,1440,6.23,30,120,200,912,38.1,82.2,False,grapes
35.9,40.7,1545,6.0,23,142,197,991,39.1,82.0,False,grapes
29.2,46.4,1503,5.69,26,135,203,966,33.8,81.2,False,grapes
14.4,40.4,1484,5.66,7,126,203,946,16.8,82.0,False,grapes
31.7,37.9,1510,6.36,32,139,198,973,35.9,82.7,False,grapes
17.7,37.7,1472,6.12,9,141,202,969,21.0,81.2,False,grapes
8.3,37.1,1528,6.21,20,142,196,996,10.9,80.0,False,grapes
12.0,39.4,1576,6.49,32,129,201,1011,16.4,83.0,False,grapes
17.3,41.7,1429,5.82,3,134,199,912,20.3,81.3,False,grapes
21.6,40.7,1542,6.33,38,138,204,986,25.1,83.3,False,grapes
30.5,35.5,1440,5.56,14,131,198,904,33.5,83.9,False,grapes
7.3,40.1,1432,6.49,20,122,204,887,11.8,80.9,False,grapes
8.6,40.7,1526,6.12,40,126,201,983,11.4,80.0,False,grapes
22.7,47.2,1619,5.7,36,128,204,1037,25.2,80.7,False,grapes
13.6,36.6,1439,5.73,11,132,197,920,16.0,81.2,False,grapes
18.4,39.0,1432,6.33,0,137,195,882,22.4,80.2,False,grapes
32.0,46.7,1441,6.17,19,123,200,910,34.8,81.0,False,grapes
26.1,41.4,1497,5.65,31,136,197,929,31.1,83.3,False,grapes
25.0,42.6,1477,5.84,4,134,200,944,28.6,81.0,False,grapes
39.3,37.4,1568,5.54,39,139,201,968,41.2,81.0,False,grapes
23.9,36.0,1398,5.83,8,127,196,902,27.0,83.2,False,grapes
16.4,42.7,1607,6.4,39,138,203,1049,21.2,82.3,False,grapes
6.3,40.0,1442,6.14,32,120,204,908,10.4,83.4,False,grapes
26.7,47.7,1552,5.97,12,142,203,1009,31.3,82.6,False,grapes
18.8,41.1,1456,6.46,8,133,195,922,20.5,81.0,False,grapes
27.3,37.8,1499,6.34,8,139,199,948,29.4,81.5,False,grapes
7.5,37.4,1369,6.43,21,134,202,882,10.7,80.0,False,grapes
11.0,37.7,1523,6.29,40,140,195,955,15.0,80.5,False,grapes
12.8,43.7,1611,6.48,39,127,202,1024,15.3,81.7,False,grapes
15.5,42.7,1527,5.93,19,120,195,967,18.7,81.1,False,grapes
15.5,39.9,1479,5.98,21,139,201,961,19.4,83.4,False,grapes
38.6,42.5,1446,6.39,17,136,195,924,41.2,81.6,False,grapes
31.2,39.6,1471,5.69,33,139,203,938,33.3,82.5,False,grapes
20.0,42.4,1539,6.0,22,133,201,1003,23.8,80.1,False,grapes
36.6,44.8,1619,6.37,32,130,196,1032,40.7,81.2,False,grapes
7.7,44.0,1583,5.51,37,135,205,991,11.8,80.3,False,grapes
9.4,35.4,1464,5.7,15,140,195,953,13.3,83.5,False,grapes
31.9,38.7,1499,5.78,39,132,196,935,35.8,83.3,False,grapes
21.8,40.6,1513,6.32,40,121,199,994,26.2,81.0,False,grapes
21.7,40.8,1535,5.97,40,132,202,953,24.6,80.7,False,grapes
25.8,41.3,1541,5.89,29,142,203,975,29.7,83.7,False,grapes
36.6,42.9,1443,6.13,32,121,199,904,39.4,81.3,False,grapes
15.1,37.5,1327,6.31,6,140,205,868,17.7,82.9,False,grapes
20.1,42.6,1491,6.05,8,120,196,957,24.1,82.7,False,grapes
13.2,38.3,1535,5.8,34,133,202,972,15.3,80.1,False,grapes
18.1,38.5,1522,6.4,35,135,199,950,21.8,80.5,False,grapes
25.5,37.9,1495,5.95,16,145,199,981,26.9,80.8,False,grapes
37.4,38.5,1408,5.61,8,136,201,878,41.7,82.2,False,grapes
13.4,42.7,1415,5.78,25,129,195,910,18.0,81.2,False,grapes
25.6,37.5,1434,5.68,16,130,201,904,29.1,82.8,False,grapes
31.3,42.6,1633,5.86,39,129,203,1005,34.4,83.2,False,grapes
38.1,39.8,1523,6.44,38,135,203,950,41.4,82.8,False,grapes
33.8,38.1,1572,5.55,33,120,205,1010,35.1,82.3,False,grapes
16.9,41.7,1467,6.11,35,125,204,937,19.6,80.2,False,grapes
13.3,39.6,1431,5.62,1,132,200,929,16.3,82.9,False,grapes
18.4,40.1,1523,6.35,39,140,203,966,21.1,80.6,False,grapes
17.4,38.9,1477,6.48,28,145,202,947,19.2,82.9,False,grapes
23.1,38.5,1360,5.84,6,128,200,855,26.0,82.6,False,grapes
23.4,40.7,1374,6.29,6,139,199,896,25.7,81.6,False,grapes
39.5,39.5,1496,5.64,29,122,196,982,41.9,81.2,False,grapes
8.5,38.6,1475,6.42,37,144,197,941,11.2,80.8,False,grapes
13.7,38.0,1445,6.32,38,120,197,953,17.5,82.9,False,grapes
10.4,39.6,1585,5.76,38,141,198,1028,13.1,80.3,False,grapes
6.0,39.8,1456,6.16,14,121,203,942,9.7,83.7,False,grapes
24.4,41.1,1434,5.73,6,125,204,917,27.9,82.9,False,grapes
7.7,38.7,1513,5.91,32,138,197,971,9.5,80.7,False,grapes
9.4,45.0,1448,6.36,11,124,204,906,13.4,80.1,False,grapes
6.7,36.8,1430,5.97,23,138,200,912,9.9,80.2,False,grapes
20.8,38.1,1580,6.48,40,143,201,970,25.0,82.7,False,grapes
23.7,40.4,1439,6.22,6,142,202,947,27.2,82.9,False,grapes
14.2,36.5,1511,6.21,37,124,195,982,18.7,83.5,False,grapes
6.2,45.3,1591,5.84,35,134,204,1005,9.9,82.6,False,grapes
20.8,40.0,1020,6.28,119,25,51,670,26.5,80.9,False,watermelon
21.7,37.4,871,6.82,119,19,55,527,25.2,83.4,False,watermelon
22.1,34.3,917,6.38,105,30,50,605,25.3,81.8,False,watermelon
22.6,41.8,901,6.58,114,8,50,609,24.7,88.3,False,watermelon
24.1,35.6,922,6.93,93,22,52,597,26.6,81.3,False,watermelon
22.5,36.1,929,6.14,80,26,55,629,24.5,89.0,False,watermelon
24.5,41.7,867,6.47,85,27,45,555,26.1,88.7,False,watermelon
22.1,38.6,875,6.85,85,22,53,556,26.0,89.8,False,watermelon
24.3,41.6,959,6.51,82,22,45,625,26.2,85.3,False,watermelon
21.7,32.0,971,6.04,118,13,54,617,24.4,89.8,False,watermelon
25.2,43.0,884,6.06,83,25,53,573,26.5,80.0,False,watermelon
22.7,32.8,774,6.42,86,15,47,476,24.0,84.2,False,watermelon
22.9,37.6,871,6.94,101,10,47,579,25.5,83.3,False,watermelon
22.8,38.1,856,6.25,119,9,50,546,26.7,83.9,False,watermelon
21.6,39.3,942,6.19,104,17,46,588,25.7,80.2,False,watermelon
22.0,37.0,876,6.68,95,12,51,562,25.8,84.2,False,watermelon
23.6,36.5,850,6.51,102,14,52,559,26.8,89.6,False,watermelon
21.5,43.3,1056,6.77,109,21,55,671,24.9,89.7,False,watermelon
23.6,39.1,896,6.43,81,18,50,558,26.8,88.2,False,watermelon
22.8,41.2,945,6.21,103,17,51,617,25.1,80.0,False,watermelon
22.4,38.2,936,6.42,105,14,50,606,26.2,87.7,False,watermelon
22.1,35.5,824,6.24,97,8,52,559,24.9,87.0,False,watermelon
23.9,40.1,954,6.76,120,19,49,593,25.8,84.3,False,watermelon
21.7,36.4,1002,6.61,95,16,55,635,25.3,87.6,False,watermelon
22.0,37.8,930,6.7,83,29,52,565,25.8,87.6,False,watermelon
22.9,39.7,878,6.05,83,9,45,534,25.9,89.1,False,watermelon
20.4,37.8,897,6.76,91,21,50,568,24.3,81.4,False,watermelon
23.4,42.1,969,6.65,116,5,54,610,25.4,81.0,False,watermelon
21.5,39.0,1026,6.74,112,28,54,648,24.9,85.1,False,watermelon
23.2,39.4,825,6.1,88,29,51,526,24.7,88.9,False,watermelon
21.6,42.1,983,6.54,118,15,45,648,24.2,84.2,False,watermelon
22.8,34.7,921,6.38,92,21,48,589,25.8,82.0,False,watermelon
20.6,40.3,958,6.42,106,14,45,587,24.5,84.2,False,watermelon
20.6,39.6,927,6.65,99,5,47,589,24.1,84.8,False,watermelon
23.6,36.3,899,6.26,98,8,51,555,26.2,86.5,False,watermelon
23.5,41.1,867,6.12,108,22,46,538,26.2,86.7,False,watermelon
22.8,39.2,932,6.03,119,7,55,605,26.0,84.6,False,watermelon
24.9,31.2,943,6.84,117,27,48,612,26.5,82.4,False,watermelon
23.5,39.4,941,6.55,109,10,53,583,26.8,87.8,False,watermelon
22.9,36.9,813,6.94,80,16,46,495,25.5,81.4,False,watermelon
23.7,45.8,951,6.88,100,18,52,606,26.2,80.4,False,watermelon
21.7,39.7,863,6.46,91,7,53,563,25.1,89.3,False,watermelon
23.2,37.8,818,6.92,86,6,53,482,25.9,83.5,False,watermelon
24.6,36.7,907,6.88,107,5,52,574,26.7,90.0,False,watermelon
21.9,34.5,869,6.92,103,16,49,517,24.1,81.6,False,watermelon
22.6,39.7,846,6.21,101,20,48,575,24.7,82.8,False,watermelon
22.8,37.1,849,6.3,85,25,47,540,26.1,87.6,False,watermelon
24.5,40.6,809,6.4,84,7,51,542,26.8,87.7,False,watermelon
22.2,43.7,971,6.86,102,28,54,593,25.2,80.3,False,watermelon
21.8,35.3,840,6.22,98,25,52,528,25.3,83.2,False,watermelon
22.8,36.6,952,6.09,97,25,50,636,26.2,80.9,False,watermelon
22.6,35.1,815,6.29,90,16,45,507,24.9,80.6,False,watermelon
22.9,39.8,895,6.32,95,12,46,538,26.2,81.0,False,watermelon
24.5,39.0,867,6.87,82,23,49,558,26.8,87.2,False,watermelon
19.8,34.6,793,6.07,82,25,51,530,24.3,87.5,False,watermelon
21.2,35.0,999,6.5,110,28,46,610,24.3,88.0,False,watermelon
21.1,36.8,917,6.68,118,21,51,606,24.4,86.3,False,watermelon
24.3,39.3,961,6.11,120,20,45,624,25.7,88.7,False,watermelon
20.1,38.7,910,6.41,91,7,52,579,25.1,83.5,False,watermelon
23.4,37.4,895,6.11,81,6,55,536,24.9,85.9,False,watermelon
22.4,43.9,996,6.83,101,13,54,612,25.4,82.9,False,watermelon
22.7,41.0,952,6.45,101,17,55,660,24.4,87.1,False,watermelon
23.7,38.9,924,6.31,111,6,53,632,26.5,88.6,False,watermelon
22.8,33.6,885,6.76,107,10,49,543,25.8,89.0,False,watermelon
20.1,39.0,966,6.62,115,11,46,629,24.4,89.4,False,watermelon
20.3,35.4,855,6.13,84,25,52,564,24.4,81.3,False,watermelon
21.2,39.2,977,6.65,120,7,47,617,24.2,83.0,False,watermelon
21.3,42.1,894,6.34,91,12,46,562,24.6,85.5,False,watermelon
20.8,42.4,872,6.22,89,22,52,557,24.9,86.1,False,watermelon
22.7,34.7,936,6.29,113,19,46,599,25.4,81.1,False,watermelon
22.6,48.4,969,6.77,97,22,50,629,26.3,86.1,False,watermelon
21.5,40.2,1029,6.74,117,30,50,641,24.9,87.2,False,watermelon
20.9,42.0,860,6.39,90,14,52,552,24.8,89.2,False,watermelon
22.6,35.3,927,6.77,104,23,47,598,27.0,86.7,False,watermelon
24.0,34.2,774,6.73,81,16,45,498,26.9,86.3,False,watermelon
24.8,33.8,855,6.66,88,5,47,569,25.9,86.7,False,watermelon
24.4,32.3,844,6.94,92,7,45,547,26.7,81.1,False,watermelon
24.1,37.9,897,6.51,81,18,50,582,26.4,80.9,False,watermelon
26.4,39.3,1012,6.52,111,5,55,654,26.3,84.4,False,watermelon
23.1,37.3,1019,6.11,108,23,51,667,26.8,83.9,False,watermelon
23.6,37.8,1003,6.28,113,30,50,633,26.0,84.0,False,watermelon
23.1,38.9,901,6.2,83,10,53,556,24.9,85.0,False,watermelon
21.7,40.8,886,6.79,101,11,51,546,25.5,84.2,False,watermelon
20.1,42.1,1045,6.47,114,21,55,659,25.4,87.9,False,watermelon
22.7,40.6,831,6.0,99,6,45,531,26.1,86.6,False,watermelon
21.9,41.3,1016,6.59,92,20,55,663,25.1,87.5,False,watermelon
23.6,39.4,934,6.96,92,7,48,583,26.3,86.6,False,watermelon
21.9,43.1,957,6.26,91,24,55,632,26.3,83.1,False,watermelon
24.0,42.1,980,6.75,110,21,54,613,26.7,87.8,False,watermelon
21.0,38.3,980,6.93,112,25,51,632,25.0,85.6,False,watermelon
22.3,37.1,972,6.35,89,25,54,613,24.7,85.6,False,watermelon
20.8,41.4,949,6.21,100,10,53,616,24.5,84.6,False,watermelon
23.8,38.1,833,6.28,83,22,54,540,25.9,82.0,False,watermelon
23.8,39.8,912,6.56,95,14,50,559,26.6,84.3,False,watermelon
22.5,38.9,1078,6.9,119,30,49,657,25.4,80.5,False,watermelon
21.4,38.4,829,6.77,97,12,47,518,25.3,89.6,False,watermelon
23.7,37.1,902,6.19,110,7,45,568,26.6,84.7,False,watermelon
21.9,38.7,905,6.9,96,18,50,572,25.3,84.3,False,watermelon
22.8,36.7,951,6.46,83,23,55,626,26.9,83.9,False,watermelon
23.0,40.6,1017,6.26,120,24,47,651,27.0,89.4,False,watermelon
23.5,37.3,1042,6.78,115,17,55,662,27.6,94.1,False,muskmelon
24.4,40.1,942,6.53,114,27,48,581,27.8,93.0,False,muskmelon
25.1,39.0,973,6.75,101,25,52,614,29.1,94.2,False,muskmelon
26.2,34.7,999,6.56,118,18,52,615,28.0,90.8,False,muskmelon
27.7,39.3,952,6.12,95,26,45,625,29.9,94.6,False,muskmelon
26.2,32.5,811,6.08,81,25,49,556,29.9,93.3,False,muskmelon
26.7,34.4,1031,6.29,117,24,53,659,29.2,92.2,False,muskmelon
27.5,39.7,931,6.07,114,30,51,583,29.2,90.1,False,muskmelon
25.5,26.6,829,6.74,113,6,52,534,27.8,90.4,False,muskmelon
27.0,34.8,866,6.2,108,26,52,565,28.8,94.3,False,muskmelon
23.4,42.2,899,6.04,81,30,48,550,28.5,92.1,False,muskmelon
25.7,37.2,919,6.02,115,9,52,620,29.1,91.0,False,muskmelon
26.0,36.4,799,6.7,83,7,45,485,29.1,90.7,False,muskmelon
24.4,40.1,887,6.49,84,21,55,591,28.5,94.8,False,muskmelon
25.5,44.1,965,6.22,109,26,45,617,28.3,90.4,False,muskmelon
25.5,38.8,1030,6.16,95,27,55,653,28.5,91.2,False,muskmelon
25.5,39.9,1018,6.17,119,5,55,683,29.7,94.3,False,muskmelon
23.9,34.1,804,6.09,110,14,51,521,27.0,91.7,False,muskmelon
24.7,37.0,919,6.16,82,18,48,585,29.1,94.2,False,muskmelon
25.6,38.3,815,6.61,87,14,48,522,29.7,92.6,False,muskmelon
25.9,35.2,712,6.45,85,9,53,431,28.2,92.9,False,muskmelon
24.5,35.7,790,6.11,100,6,53,519,29.1,93.9,False,muskmelon
26.0,40.2,975,6.56,107,12,46,616,29.6,93.6,False,muskmelon
26.3,37.6,845,6.14,91,13,47,554,29.1,92.4,False,muskmelon
25.9,33.1,881,6.1,102,25,50,590,28.2,92.9,False,muskmelon
26.0,34.0,896,6.41,117,25,53,557,29.1,92.1,False,muskmelon
27.1,35.2,905,6.08,85,21,52,603,29.6,90.1,False,muskmelon
26.4,39.4,956,6.12,104,25,55,610,29.8,90.4,False,muskmelon
25.4,38.3,948,6.7,102,24,54,625,27.7,90.9,False,muskmelon
27.7,38.7,957,6.09,116,25,50,603,29.3,92.9,False,muskmelon
25.5,38.3,844,6.37,100,17,48,537,29.7,94.3,False,muskmelon
25.7,38.3,923,6.43,110,25,54,572,28.9,90.8,False,muskmelon
25.4,34.3,953,6.47,104,25,51,586,29.0,93.9,False,muskmelon
26.1,35.7,926,6.09,107,11,54,563,28.6,91.3,False,muskmelon
24.4,33.7,893,6.15,98,26,52,569,27.3,90.7,False,muskmelon
24.6,31.7,800,6.65,88,17,52,490,29.9,90.8,False,muskmelon
25.3,35.4,860,6.38,87,25,46,553,27.4,90.0,False,muskmelon
27.4,39.6,800,6.73,120,8,46,529,29.6,90.7,False,muskmelon
24.9,36.7,852,6.13,95,13,46,553,29.8,93.8,False,muskmelon
26.3,36.4,947,6.16,108,22,47,608,28.5,91.7,False,muskmelon
23.9,41.4,839,6.44,82,13,52,526,27.1,94.9,False,muskmelon
22.8,36.1,986,6.73,120,23,55,663,27.8,91.6,False,muskmelon
25.1,36.5,942,6.24,110,22,47,588,29.0,91.8,False,muskmelon
23.6,37.0,972,6.27,95,23,45,626,27.8,90.6,False,muskmelon
23.5,31.8,930,6.35,106,10,49,609,27.7,92.0,False,muskmelon
25.5,36.4,888,6.0,99,12,52,590,28.7,94.3,False,muskmelon
25.8,35.1,1002,6.34,106,20,51,618,29.7,91.0,False,muskmelon
26.5,32.7,880,6.16,83,11,53,586,29.5,92.9,False,muskmelon
27.4,37.1,967,6.12,117,19,55,649,28.8,91.8,False,muskmelon
24.6,37.9,866,6.13,98,26,49,553,27.3,90.5,False,muskmelon
25.5,26.4,820,6.44,113,20,48,540,27.5,94.9,False,muskmelon
25.2,35.5,869,6.19,101,17,47,573,29.5,94.7,False,muskmelon
25.8,37.1,883,6.16,98,7,45,520,27.8,92.5,False,muskmelon
24.9,34.1,888,6.78,93,22,48,565,29.1,91.5,False,muskmelon
26.3,33.2,844,6.43,95,21,47,565,27.9,93.6,False,muskmelon
24.4,40.4,968,6.71,109,12,48,655,29.5,92.1,False,muskmelon
22.8,40.1,895,6.01,118,12,47,556,28.0,92.2,False,muskmelon
26.7,39.8,977,6.37,100,14,49,631,29.5,91.1,False,muskmelon
25.1,39.2,904,6.67,89,9,47,595,29.5,90.8,False,muskmelon
24.1,36.2,870,6.75,95,16,46,561,27.1,90.1,False,muskmelon
24.8,38.9,876,6.03,95,7,45,580,27.3,90.8,False,muskmelon
27.9,38.3,774,6.4,87,6,45,515,29.8,90.8,False,muskmelon
27.3,38.6,926,6.45,93,20,50,603,29.9,93.2,False,muskmelon
25.6,29.9,788,6.25,84,29,49,503,29.9,93.9,False,muskmelon
25.1,35.3,912,6.27,111,5,47,565,28.0,91.5,False,muskmelon
25.8,29.4,890,6.14,111,5,52,577,29.9,94.0,False,muskmelon
25.2,34.5,919,6.19,111,15,54,586,27.7,92.9,False,muskmelon
27.6,35.6,808,6.33,89,11,47,524,29.8,94.7,False,muskmelon
25.4,36.0,921,6.21,110,15,48,575,28.6,92.9,False,muskmelon
26.2,36.5,937,6.64,95,30,52,596,29.5,90.3,False,muskmelon
23.4,41.6,947,6.69,115,12,52,624,27.5,95.0,False,muskmelon
23.4,32.9,920,6.33,120,25,50,606,28.1,94.8,False,muskmelon
25.4,33.6,871,6.36,102,11,45,554,29.0,93.1,False,muskmelon
25.5,42.3,901,6.09,94,5,55,585,28.6,91.9,False,muskmelon
24.0,35.1,833,6.78,84,18,46,509,27.1,93.4,False,muskmelon
24.4,38.1,964,6.63,107,22,54,624,28.0,90.8,False,muskmelon
23.0,31.6,762,6.48,80,18,52,469,27.9,91.1,False,muskmelon
26.5,41.9,843,6.57,86,18,45,503,29.0,90.7,False,muskmelon
26.8,37.3,964,6.17,113,28,48,613,28.9,92.5,False,muskmelon
25.7,36.2,995,6.01,115,18,53,638,29.2,94.2,False,muskmelon
25.7,34.1,791,6.54,82,20,54,510,29.3,90.0,False,muskmelon
24.7,38.0,834,6.34,98,22,47,526,29.1,91.9,False,muskmelon
25.0,33.1,907,6.15,117,25,54,580,28.7,92.5,False,muskmelon
27.7,34.1,844,6.44,83,15,49,558,28.9,91.4,False,muskmelon
24.4,32.6,912,6.55,120,16,51,565,28.0,91.6,False,muskmelon
26.7,33.7,816,6.4,111,5,50,501,27.6,91.8,False,muskmelon
27.0,33.6,838,6.19,85,21,47,546,29.9,90.6,False,muskmelon
24.0,39.9,961,6.16,90,23,54,604,28.6,90.5,False,muskmelon
26.8,38.1,922,6.66,99,29,55,611,29.2,91.5,False,muskmelon
24.6,31.5,891,6.5,102,11,47,545,28.0,92.8,False,muskmelon
25.0,36.8,787,6.71,80,18,51,480,28.1,91.8,False,muskmelon
24.7,34.2,877,6.07,87,21,52,568,27.4,94.3,False,muskmelon
26.1,38.3,915,6.42,114,8,52,575,29.3,94.6,False,muskmelon
24.7,39.1,806,6.4,99,6,46,472,28.6,94.2,False,muskmelon
23.1,36.7,904,6.38,89,25,50,555,27.0,91.3,False,muskmelon
27.4,37.9,930,6.7,96,13,55,601,29.5,94.6,False,muskmelon
25.2,39.4,854,6.57,82,26,47,579,28.5,93.5,False,muskmelon
24.4,34.7,894,6.29,106,21,52,540,28.9,94.8,False,muskmelon
23.8,36.5,900,6.45,90,15,52,575,27.0,91.4,False,muskmelon
